species_grp,order,family,species_code,common_name,scientific_name,count_2021,count_2020,count_5yr,cons_status,cons_score,cons_desc,diff,abs_diff,perc_diff,peak_month,description,image_url,website
birds,Accipitriformes,"Accipitridae: Kites, Hawks & Eagles",rethaw,Red-tailed hawk,Buteo jamaicensis,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,"The red-tailed hawk (Buteo jamaicensis) is a bird of prey that breeds throughout most of North America, from the interior of Alaska and northern Canada to as far south as Panama and the West Indies. It is one of the most common members within the genus of Buteo in North America or worldwide.[2] The red-tailed hawk is one of three species colloquially known in the United States as the ""chickenhawk"", though it rarely preys on standard-sized chickens.[3] The bird is sometimes also referred to as the red-tail for short, when the meaning is clear in context. Red-tailed hawks can acclimate to all the biomes within their range, occurring on the edges of non-ideal habitats such as dense forests and sandy deserts.[4] The red-tailed hawk occupies a wide range of habitats and altitudes, including deserts, grasslands (from small meadows to the treed fringes of more extensive prairies), coniferous and deciduous forests, agricultural fields, and urban areas. Its latitudinal limits fall around the tree line in the subarctic and it is absent from the high Arctic. Generally it favors varied habitats with open woodland, woodland edge and open terrain. It is legally protected in Canada, Mexico, and the United States by the Migratory Bird Treaty Act.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Red-tailed_Hawk.jpg/220px-Red-tailed_Hawk.jpg,https://en.wikipedia.org/wiki/Red-tailed_hawk
birds,Piciformes,Picidae (Woodpeckers),haiwoo,Hairy woodpecker,Picoides villosus,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,"The hairy woodpecker was described and illustrated with a hand-coloured plate by the English naturalist Mark Catesby in his The Natural History of Carolina, Florida and the Bahama Islands which was published between 1729 and 1732.[5] When in 1766 the Swedish naturalist Carl Linnaeus updated his Systema Naturae for the twelfth edition, he included the downy woodpecker, coined the binomial name Picus villosus and cited Catesby's book.[6] The specific epithet villosus is the Latin word for ""hairy"".[7] Linnaeus specified the type locality as America septentrionali (North America), with specific mention of Raccoon, New Jersey.[8] The hairy woodpecker was formerly usually placed in either Dendrocopos or Picoides but a molecular phylogenetic study published in 2015 found that these genera did not form monophyletic groups.[9] In the revised generic classification, the hairy woodpecker was moved to the genus Leuconotopicus that was erected by the French ornithologist Alfred Malherbe in 1845.[10][11] Some taxonomic authorities place the hairy woodpecker in an expanded Dryobates that includes all the species in the genera Leuconotopicus and Veniliornis.[12][13]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Picoides_villosus_monticola_male1.jpg/220px-Picoides_villosus_monticola_male1.jpg,https://en.wikipedia.org/wiki/Hairy_woodpecker
birds,Passeriformes,Passerellidae: New World Sparrows and Towhees,sonspa,Song sparrow,Melospiza melodia,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,"The song sparrow (Melospiza melodia) is a medium-sized New World sparrow. Among the native sparrows in North America, it is easily one of the most abundant, variable and adaptable species.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Song_sparrow_in_Prospect_Park_%2893031%29.jpg/220px-Song_sparrow_in_Prospect_Park_%2893031%29.jpg,https://en.wikipedia.org/wiki/Song_sparrow
birds,Piciformes,Picidae: Woodpeckers,pilwoo,Pileated woodpecker,Dryocopus pileatus,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,"The pileated woodpecker (Dryocopus pileatus) is a large, mostly black woodpecker native to North America. An insectivore, it inhabits deciduous forests in eastern North America, the Great Lakes, the boreal forests of Canada, and parts of the Pacific Coast. It is the largest extant woodpecker species in North America, with the possible exception of the ivory-billed woodpecker, which the U.S. Fish and Wildlife Service has proposed be reclassified as extinct. It is also the third largest species of woodpecker in the world, after the great slaty woodpecker and the black woodpecker. ""Pileated"" refers to the bird's prominent red crest, from the Latin pileatus meaning ""capped"".[2]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Pileated_Woodpecker_%289597212081%29%2C_crop.jpg/220px-Pileated_Woodpecker_%289597212081%29%2C_crop.jpg,https://en.wikipedia.org/wiki/Pileated_woodpecker
birds,Passeriformes,"Fringillidae: Siskins, Crossbills & Allies",purfin,Purple finch,Haemorhous purpureus,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,"The purple finch (Haemorhous purpureus) is a bird in the finch family, Fringillidae.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Carpodacus_purpureus_CT4.jpg/220px-Carpodacus_purpureus_CT4.jpg,https://en.wikipedia.org/wiki/Purple_finch
birds,Passeriformes,Turdidae: Thrushes,herthr,Hermit thrush,Catharus guttatus,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,"The hermit thrush (Catharus guttatus) is a medium-sized North American thrush. It is not very closely related to the other North American migrant species of Catharus, but rather to the Mexican russet nightingale-thrush.[2] The specific name guttatus is Latin for ""spotted"".[3]",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Hermit_thrush_qmnonic.jpg/220px-Hermit_thrush_qmnonic.jpg,https://en.wikipedia.org/wiki/Hermit_thrush
birds,Passeriformes,Passerellidae: New World Sparrows and Towhees,chispa,Chipping sparrow,Spizella passerina,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,"The chipping sparrow (Spizella passerina) is a species of New World sparrow, a passerine bird in the family Passerellidae. It is widespread, fairly tame, and common across most of its North American range.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Spizella-passerina-015_edit.jpg/220px-Spizella-passerina-015_edit.jpg,https://en.wikipedia.org/wiki/Chipping_sparrow
birds,Passeriformes,"Icteridae: Blackbirds, Meadowlarks & Orioles",bnhcow,Brown-headed cowbird,Molothrus ater,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,"The brown-headed cowbird was described by the French polymath Georges-Louis Leclerc, Comte de Buffon in 1775 in his Histoire Naturelle des Oiseaux from a specimen collected in the Carolinas.[3] The bird was also illustrated in a hand-colored plate engraved by François-Nicolas Martinet in the Planches Enluminées D'Histoire Naturelle, which was produced under the supervision of Edme-Louis Daubenton to accompany Buffon's text.[4] Neither the plate caption nor Buffon's description included a scientific name, but in 1783, Dutch naturalist Pieter Boddaert coined the binomial name Oriolus ater in his catalogue of the Planches Enluminées.[5] The brown-headed cowbird is now placed in the genus Molothrus that was introduced by  English naturalist William John Swainson in 1832 with the brown-headed cowbird as the type species.[6][7] The genus name combines the Ancient Greek mōlos meaning ""struggle"" or ""battle"" with thrōskō meaning ""to sire"" or ""to impregnate"". The specific name ater is Latin for ""dull black"".[8] The English name ""cowbird"", first recorded in 1839, refers to this species often being seen near cattle.[9]",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Brown_headed_cowbird_female_in_JBWR_%2825487%29.jpg/220px-Brown_headed_cowbird_female_in_JBWR_%2825487%29.jpg,https://en.wikipedia.org/wiki/Brown-headed_cowbird
birds,Passeriformes,Passerellidae: New World Sparrows and Towhees,eastow,Eastern towhee,Pipilo erythrophthalmus,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,"The eastern towhee (Pipilo erythrophthalmus) is a large New World sparrow. The taxonomy of the towhees has been under debate in recent decades, and formerly this bird and the spotted towhee were considered a single species, the rufous-sided towhee.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Pipilo_erythrophthalmus_-Quabbin_Reservoir%2C_Massachusetts%2C_USA_-male-8.jpg/220px-Pipilo_erythrophthalmus_-Quabbin_Reservoir%2C_Massachusetts%2C_USA_-male-8.jpg,https://en.wikipedia.org/wiki/Eastern_towhee
birds,Passeriformes,"Icteridae: Blackbirds, Meadowlarks & Orioles",comgra,Common grackle,Quiscalus quiscula,0,0,0,NT,5,Words words words,Positive,-500,-0.5,March,"The common grackle (Quiscalus quiscula) is a species of large icterid bird found in large numbers through much of North America. First described in 1758 by Carl Linnaeus, the common grackle has three subspecies. Adult common grackles have a long and dark bill, pale yellow eyes, and a long tail. Adults often have an iridescent appearance on their head, especially males. Common grackles can be found widely across North America east of the Rocky Mountains.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Quiscalus-quiscula-001.jpg/220px-Quiscalus-quiscula-001.jpg,https://en.wikipedia.org/wiki/Common_grackle
birds,Passeriformes,"Icteridae: Blackbirds, Meadowlarks & Orioles",botgra,Boat-tailed grackle,Quiscalus major,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,"The boat-tailed grackle is found in coastal saltwater marshes and, in Florida, also on inland waters. Boat-tailed grackles have established significant populations in several United States Gulf Coast cities and towns, where they can be found foraging in trash bins, dumpsters, and parking lots.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Quiscalus_major_-Three_Lakes_Wildlife_Management_Area%2C_Florida%2C_USA_-female-8.jpg/220px-Quiscalus_major_-Three_Lakes_Wildlife_Management_Area%2C_Florida%2C_USA_-female-8.jpg,https://en.wikipedia.org/wiki/Boat-tailed_grackle
birds,Passeriformes,"Cardinalidae: Tanagers, Cardinals, Grosbeaks & Dickcissels",blugrb1,Blue grosbeak,Passerina caerulea,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,"The blue grosbeak was formally described by the Swedish naturalist Carl Linnaeus in 1758 in the tenth edition of his Systema Naturae under the binomial name Loxia caerulea.[2] The specific epithet caerulea is the Latin word for ""blue"", ""azure-blue"", ""sky-blue"" or ""dark-blue"".[3] Linnaeus based his own description on the ""blew gross-beak"" described and illustrated by Mark Catesby in his The Natural History of Carolina, Florida and the Bahama Islands. The book had been published in 1729–1732.[4] Catesby gave the location as Carolina and Linnaeus specified America. The type location is now restricted to South Carolina.[5]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Blue_Grosbeak_female_RWD2.jpg/220px-Blue_Grosbeak_female_RWD2.jpg,https://en.wikipedia.org/wiki/Blue_grosbeak
birds,Passeriformes,Sturnidae: Starlings,eursta,Common starling,Sturnus vulgaris,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,"The common starling has about 12 subspecies breeding in open habitats across its native range in temperate Europe and across the Palearctic to western Mongolia, and it has been introduced to Australia, New Zealand, Canada, the United States, Mexico, Argentina, South Africa and Fiji.[2] This bird is resident in western and southern Europe and southwestern Asia, while northeastern populations migrate south and west in the winter within the breeding range and also further south to Iberia and North Africa. The common starling builds an untidy nest in a natural or artificial cavity in which four or five glossy, pale blue eggs are laid. These take two weeks to hatch and the young remain in the nest for another three weeks. There are normally one or two breeding attempts each year. This species is omnivorous, taking a wide range of invertebrates, as well as seeds and fruit. It is hunted by various mammals and birds of prey, and is host to a range of external and internal parasites.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Toulouse_-_Sturnus_vulgaris_-_2012-02-26_-_3.jpg/220px-Toulouse_-_Sturnus_vulgaris_-_2012-02-26_-_3.jpg,https://en.wikipedia.org/wiki/Common_starling
birds,Passeriformes,Passeridae: Old World Sparrows,houspa,House sparrow,Passer domesticus,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,"The house sparrow (Passer domesticus) is a bird of the sparrow family Passeridae, found in most parts of the world. It is a small bird that has a typical length of 16 cm (6.3 in) and a mass of 24–39.5 g (0.85–1.39 oz). Females and young birds are coloured pale brown and grey, and males have brighter black, white, and brown markings. One of about 25 species in the genus Passer, the house sparrow is native to most of Europe, the Mediterranean Basin, and a large part of Asia. Its intentional or accidental introductions to many regions, including parts of Australasia, Africa, and the Americas, make it the most widely distributed wild bird.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/House_Sparrow%2C_England_-_May_09.jpg/220px-House_Sparrow%2C_England_-_May_09.jpg,https://en.wikipedia.org/wiki/House_sparrow
birds,Passeriformes,Paridae: Chickadees and Titmice,y00033,Carolina chickadee,Poecile carolinensis,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,The Carolina chickadee (Poecile carolinensis) is a small passerine bird in the tit family Paridae.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Carolina_Chickadee1_by_Dan_Pancamo.jpg/220px-Carolina_Chickadee1_by_Dan_Pancamo.jpg,https://en.wikipedia.org/wiki/Carolina_chickadee
birds,Piciformes,Picidae: Woodpeckers,yebsap,Yellow-bellied sapsucker,Sphyrapicus varius,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,The yellow-bellied sapsucker (Sphyrapicus varius) is a medium-sized woodpecker that breeds in Canada and the northeastern United States.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Yellow-bellied_sapsucker_%28Sphyrapicus_varius%29_female.JPG/220px-Yellow-bellied_sapsucker_%28Sphyrapicus_varius%29_female.JPG,https://en.wikipedia.org/wiki/Yellow-bellied_sapsucker
birds,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",musduc2,Muscovy duck,Cairina moschata,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,"The Muscovy duck (Cairina moschata) is a large duck native to the Americas, from the Rio Grande Valley of Texas and Mexico south to Argentina and Uruguay. Small wild and feral breeding populations have established themselves in the United States, particularly in Florida, Louisiana, Massachusetts, the Big Island of Hawaii, as well as in many other parts of North America, including southern Canada. Feral Muscovy ducks are found in New Zealand, Australia, and in parts of Europe.[3][4]",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/MuscovyDuck.jpg/220px-MuscovyDuck.jpg,https://en.wikipedia.org/wiki/Muscovy_duck
birds,Anseriformes,"Anatidae: Swans, Geese & Ducks",mallar3,Mallard,Anas platyrhynchos,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,"The mallard (/ˈmælɑːrd, ˈmælərd/) or wild duck (Anas platyrhynchos) is a dabbling duck that breeds throughout the temperate and subtropical Americas, Eurasia, and North Africa, and has been introduced to New Zealand, Australia, Peru, Brazil, Uruguay, Argentina, Chile, Colombia, the Falkland Islands, and South Africa. This duck belongs to the subfamily Anatinae of the waterfowl family Anatidae. Males have purple patches on their wings, while the females (hens or ducks) have mainly brown-speckled plumage. Both sexes have an area of white-bordered black or iridescent blue feathers called a speculum on their wings; males especially tend to have blue speculum feathers. The mallard is 50–65 cm (20–26 in) long, of which the body makes up around two-thirds the length. The wingspan is 81–98 cm (32–39 in) and the bill is 4.4 to 6.1 cm (1.7 to 2.4 in) long. It is often slightly heavier than most other dabbling ducks, weighing 0.7–1.6 kg (1.5–3.5 lb). Mallards live in wetlands, eat water plants and small animals, and are social animals preferring to congregate in groups or flocks of varying sizes.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Anas_platyrhynchos_male_female_quadrat.jpg/220px-Anas_platyrhynchos_male_female_quadrat.jpg,https://en.wikipedia.org/wiki/Mallard
birds,Anseriformes,"Anatidae: Swans, Geese & Ducks",cangoo,Canada goose,Branta canadensis,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,"The Canada goose (Branta canadensis), or Canadian goose,[2] is a large wild goose with a black head and neck, white cheeks, white under its chin, and a brown body. It is native to the arctic and temperate regions of North America, and it is occasionally found during migration across the Atlantic in northern Europe. It has been introduced to the United Kingdom, Ireland, Finland, Sweden, Denmark, New Zealand, Japan, Chile, Argentina, and the Falkland Islands.[3] Like most geese, the Canada goose is primarily herbivorous and normally migratory; often found on or close to fresh water, the Canada goose is also common in  brackish marshes, estuaries, and lagoons.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Canada_goose_on_Seedskadee_NWR_%2827826185489%29.jpg/220px-Canada_goose_on_Seedskadee_NWR_%2827826185489%29.jpg,https://en.wikipedia.org/wiki/Canada_goose
birds,Apodiformes,Trochilidae: Hummingbirds,rthhum,Ruby-throated hummingbird,Archilochus colubris,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,"The ruby-throated hummingbird (Archilochus colubris) is a species of hummingbird that generally spends the winter in Central America, Mexico, and Florida, and migrates to Canada and other parts of Eastern North America for the summer to breed. It is by far the most common hummingbird seen east of the Mississippi River in North America.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Male_Ruby-Throated_Hummingbird_Hovering.jpg/220px-Male_Ruby-Throated_Hummingbird_Hovering.jpg,https://en.wikipedia.org/wiki/Ruby-throated_hummingbird
birds,Passeriformes,Parulidae (New World Warblers),orcwar,Orange-crowned warbler,Oreothlypis celata,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,The orange-crowned warbler (Leiothlypis celata) is a small songbird of the New World warbler family.,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Orangecrownedwarbler27.jpg/220px-Orangecrownedwarbler27.jpg,https://en.wikipedia.org/wiki/Orange-crowned_warbler
birds,Passeriformes,"Icteridae: Blackbirds, Meadowlarks & Orioles",balori,Baltimore oriole,Icterus galbula,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,The Baltimore oriole is the state bird of Maryland. It is also the namesake and mascot for the Baltimore Orioles baseball team.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Icterus-galbula-002.jpg/220px-Icterus-galbula-002.jpg,https://en.wikipedia.org/wiki/Baltimore_oriole
birds,Anseriformes,"Anatidae: Swans, Geese & Ducks",wooduc,Wood duck,Aix sponsa,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,The wood duck is a medium-sized perching duck. A typical adult is from 47 to 54 cm (19 to 21 in) ( or 1.5 feet max.) In length with a wingspan of between 66 to 73 cm (26 to 29 in).  The wood duck's weight ranges from 454-862 g (16.0-30.4 oz).[4] This is about three-quarters of the length of an adult mallard. It shares its genus with the Asian Mandarin duck (Aix galericulata).[2],https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Female_Wood_Duck_%28Aix_sponsa%29%2C_Parc_du_Rouge-Clo%C3%AEtre%2C_Brussels.jpg/220px-Female_Wood_Duck_%28Aix_sponsa%29%2C_Parc_du_Rouge-Clo%C3%AEtre%2C_Brussels.jpg,https://en.wikipedia.org/wiki/Wood_duck
birds,Passeriformes,Parulidae: Wood Warblers,palwar,Palm warbler,Setophaga palmarum,0,0,0,LC,5,Words words words,Positive,-500,-0.5,March,The palm warbler (Setophaga palmarum) is a small songbird of the New World warbler family.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Palm_Warbler.jpg/220px-Palm_Warbler.jpg,https://en.wikipedia.org/wiki/Palm_warbler
